version;distName;id;mcc;mnc;eNBId;NOMEFILE_OMC
P9.3;SubNetwork-ONRM_ROOT_MO_R/SubNetwork-LTE/MeContext-TH22T/ManagedElement-1/vsDataENodeBFunction-1;101459000017464835;222;1;900037;ERI_LTE_ONRM-ROOT-MO-R_20140929.xml
