version;distName;id;mmeName;NOMEFILE_OMC
P9.3;SubNetwork-ONRM_ROOT_MO_R/SubNetwork-LTE/MeContext-TH22T/ManagedElement-1/vsDataENodeBFunction-1/vsDataTermPointToMme-1;101459000017465041;SGSNMI11;ERI_LTE_ONRM-ROOT-MO-R_20140929.xml
